name,hostname,IC,disposition,period,rade,rade_est,rade_err1,rade_err2,radj,radj_est,radj_err1,radj_err2,masse,masse_est,masse_err1,masse_err2,massj,massj_est,massj_err1,massj_err2,tran_depth_ppm,tran_dur_hr,semi_au,eccen,insol,distance_pc,year_discovered,year_confirmed,discoverymethod,facility,st_mass,st_rad,st_teff,st_log_lum,Jmag,Kmag,ra,dec,flag_tran,flag_kepler,flag_k2,url
K2-30 b,K2-30,,Confirmed,4.098503,11.646151,,0.56045,-0.571659,1.0390017861173277,,0.05000008595367314,-0.0510000876727466,184.02357,,8.89924,-8.58141,0.5790029027666004,,0.02800014037558689,-0.02700013536217307,16030.0,2.3208,0.04839,0.0,299.0,333.042,2016,2016.0,Transit,K2,0.9,0.844,5425.0,-0.25649,11.632,11.088,52.3420548,22.2993491,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-30
YZ Cet d,YZ Cet,,Confirmed,4.65626,,1.0325283691738425,,,,0.09211616952145255,,,1.09,,0.12,-0.12,0.0034295235334016964,,0.00037756222386073715,-0.00037756222386073715,,,0.02851,0.07,2.7,3.71207,2017,2017.0,Radial Velocity,La Silla Observatory,0.142,0.157,3151.0,-2.65857,,6.42,18.1330792,-16.9962434,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/YZ Cet
Kepler-90 i,KOI-351,,Confirmed,14.44912,1.32,,0.21,-0.21,0.11776271470933812,,0.018734977340121972,-0.018734977340121972,,2.300145987434856,,,,0.00723706861850213,,,88.00494651329355,2.8,0.1201380843,0.0,128.579,848.254,2017,2017.0,Transit,Kepler,1.12,1.29,6015.0,0.26853,12.79,12.482,284.4334642,49.3051239,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/KOI-351
HD 75784 c,HD 75784,,Confirmed,7900.0,,12.789310883506573,,,,1.1409878552298618,,,1792.5612,,228.8376,-228.8376,5.640028275653931,,0.7200036096579486,-0.7200036096579486,,,8.4,0.489,0.0808,85.4321,2018,2018.0,Radial Velocity,W. M. Keck Observatory,1.26,3.4,4867.0,0.756,6.092,5.502,133.0992289,13.2330548,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 75784
WASP-56 b,WASP-56,,Confirmed,4.6171,10.53646,,1.00881,-1.00881,0.940001615929055,,0.09000015471661164,-0.09000015471661164,143.0235,,28.6047,-28.6047,0.4500022560362179,,0.09000045120724358,-0.09000045120724358,10000.0,3.5616,0.05614,0.0,447.82,321.084,2012,2012.0,Transit,SuperWASP,0.71,0.96,5600.0,0.10256,10.874,10.532,183.3660401,23.055687,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-56
GJ 667 C g,GJ 667 C,,Confirmed,256.2,,1.985474724879829,,,,0.17713249514289764,,,4.6,,2.6,-2.3,0.014473218581328258,,0.008180514850315972,-0.007236609290664129,,,0.549,0.08,0.0455,7.24396,2013,2013.0,Radial Velocity,La Silla Observatory,0.33,,3350.0,-1.863,6.848,6.036,259.7510609,-34.9977651,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/GJ 667 C
WASP-135 b,WASP-135,,Confirmed,1.4013794,14.5717,,1.00881,-1.00881,1.3000022347955016,,0.09000015471661164,-0.09000015471661164,603.877,,25.4264,-25.4264,1.900009525486253,,0.0800004010731054,-0.0800004010731054,19400.0,1.656,0.0243,0.0,917.4101,298.214,2015,2015.0,Transit,SuperWASP,0.98,0.96,5675.0,-0.32573,11.581,11.037,267.2848846,29.8790428,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-135
CoRoT-32 b,CoRoT-32,,Confirmed,6.71837,6.38913,,0.67254,-0.56045,0.5700009798718738,,0.06000010314440777,-0.05000008595367314,47.6745,,31.783,-31.783,0.15000075201207264,,0.10000050134138175,-0.10000050134138175,2900.0,2.496,0.071,,132.26,576.683,2018,2018.0,Transit,CoRoT,1.08,0.79,5970.0,-0.1549,12.519,12.193,100.1951714,9.2573953,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/CoRoT-32
TOI-1054.01,TOI-1054,,Confirmed,15.5077855,2.43432,,0.142957,-0.142957,0.2171758573266939,,0.012753791217199127,-0.012753791217199127,,6.501822193896751,,,,0.020457020388956287,,,513.0,4.565,0.1271377898958889,,88.0718,88.4343,2019,2021.0,Transit,TESS,1.14,1.17,6122.0,0.23193,7.905,7.576,302.1141738,-54.3175014,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1054
Kepler-504 b,Kepler-504,,Confirmed,9.549275422,1.59,,0.18,-0.22,0.14185054271806635,,0.016058552005818832,-0.019627119118223017,,3.15483348678373,,,,0.00992621622650324,,,1826.8999999999999,1.7722,0.0646,0.0,5.991,99.0688,2011,2016.0,Transit,Kepler,0.33,0.33,3519.0,-1.57681,12.0,11.155,284.9219608,45.9723265,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-504
TOI-1691 b,TOI-1691,,Confirmed,16.736888935,3.66,,0.236,-0.207,0.32652389078498295,,0.021054545963184693,-0.018467334806691656,14.6,,5.4,-5.3,0.04593673723638969,,0.016990300073733176,-0.01667566488718256,989.0,4.9804,0.129365,0.0,59.13,111.445,2020,2024.0,Transit,TESS,1.03,1.0,5759.0,-0.03058,8.935,8.535,272.4041179,86.860343,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1691
K2-221 b,K2-221,,Confirmed,2.399094,1.67890272,,0.1668616,-0.09566216,0.1497819257879483,,0.014886420452078554,-0.008534420951938678,,3.4601313491875874,,,,0.010886790725412654,,,312.0,2.5032,0.03519917242198334,,697.0518665052218,318.81,2018,2018.0,Transit,K2,1.010842,0.947599,5716.0,-0.06367,11.229,10.852,16.6550286,10.1897385,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-221
GJ 504 b,GJ 504,,Confirmed,,12.10569916,,0.44835923,-0.33626942,1.0799999973758743,,0.040000000068021596,-0.029999999827980753,1271.3,,1430.2,-317.8,3.99995712661796,,4.499912438046886,-0.9999106228578524,,,43.5,,0.0011,17.5299,2013,2013.0,Imaging,Subaru Telescope,1.22,1.26,6234.0,0.332,4.392,4.033,199.192348,9.4249781,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/GJ 504
WASP-68 b,WASP-68,,Confirmed,5.0843,14.79588,,1.56926,-1.56926,1.3200022691769708,,0.1400002406702848,-0.1400002406702848,343.2564,,79.4575,-79.4575,1.0800054144869229,,0.25000125335345436,-0.25000125335345436,5699.999999999999,5.0844391,0.06206,0.0,843.4794,226.399,2014,2014.0,Transit,SuperWASP,1.49,1.79,5910.0,0.505,9.341,8.948,305.0957239,-19.3147271,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-68
psi1 Dra B b,psi1 Dra B,,Confirmed,3117.0,,13.544937392547691,,,,1.2084004529654846,,,486.2799,,31.783,-31.783,1.5300076705231407,,0.10000050134138175,-0.10000050134138175,,,4.43,0.4,0.1079,22.7188,2015,2015.0,Radial Velocity,McDonald Observatory,1.19,1.255735,6212.0,0.32579,5.001,4.527,265.4925754,72.1557114,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/psi1 Dra B
K2-118 b,K2-118,,Confirmed,50.92092,2.54,,0.23,-0.2,0.22660401163766575,,0.020519260896324065,-0.017842835562020928,,6.988269382321277,,,,0.021987554407726012,,,1193.0,4.104,0.245,0.2,4.3,321.722,2017,2017.0,Transit,K2,0.756446,0.734626,4726.29,-0.56055,12.259,11.654,132.1268608,15.6558964,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-118
GJ 3942 b,GJ 3942,,Confirmed,6.905,,2.572339263498976,,,,0.2294891324417112,,,7.14,,0.59,-0.59,0.022464952319713863,,0.0018563476006486243,-0.0018563476006486243,,,0.0608,0.121,20.5207,16.9287,2017,2017.0,Radial Velocity,Roque de los Muchachos Observatory,0.63,0.61,3867.0,-1.12,7.185,6.331,242.2645452,52.9441443,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/GJ 3942
Kepler-1654 b,Kepler-1654,,Confirmed,1047.8356,9.180171,,0.212971,-0.190553,0.8190014079211659,,0.01900003266239579,-0.017000029224248866,,61.91088518121281,,,,0.19479342908504557,,,5096.000000000001,22.992,2.026,0.26,0.3,568.117,2018,2018.0,Transit,Kepler,1.011,1.179,5597.0,0.08991,12.281,11.922,282.1856949,44.4344617,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-1654
TOI-1695 b,TOI-1695,,Confirmed,3.1342791,1.9,,0.16,-0.14,0.1695069378391988,,0.014274268449616741,-0.012489984893414649,6.36,,1.0,-1.0,0.02001079786461907,,0.0031463518655061432,-0.0031463518655061432,1236.0,1.311,0.033548,0.097,39.0,45.1309,2020,2022.0,Transit,TESS,0.513,0.515,3690.0,-1.3536,9.64,8.818,21.9217346,72.2966148,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1695
Kepler-750 b,Kepler-750,,Confirmed,9.42887179,3.07,,1.06,-0.4,0.2738875258770212,,0.09456702847871092,-0.035685671124041855,,9.640640773967984,,,,0.030332848083848757,,,565.4,4.4123,0.08742,0.0,255.74,1296.02,2011,2016.0,Transit,Kepler,1.15,1.23,6160.0,0.34371,13.463,13.103,289.0968274,44.004364,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-750
WASP-78 b,WASP-78,,Confirmed,2.17518,21.63337,,5.04405,-5.04405,1.930003317811783,,0.4500007735830583,-0.4500007735830583,352.7913,,171.6282,-171.6282,1.1100055648893374,,0.5400027072434614,-0.5400027072434614,6500.0,4.968,0.03488,0.0,4812.6238,754.258,2012,2012.0,Transit,SuperWASP,1.87,2.46,6100.0,0.76274,11.286,11.008,63.7562662,-22.1163901,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-78
HD 66141 b,HD 66141,,Confirmed,480.5,,12.754562655790181,,,,1.1378878206637855,,,1906.9,,95.3,-95.3,5.999778372333664,,0.29984733278273545,-0.29984733278273545,,,1.2,0.07,120.6806,68.1509,2012,2012.0,Radial Velocity,Bohyunsan Optical Astronomical Observatory,1.1,21.4,4323.0,2.24,2.199,1.447,120.5662825,2.3350265,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 66141
HD 203030 b,HD 203030,,Confirmed,,14.4595851,,0.67253884,-0.44835923,1.2899999961717394,,0.059999999655961506,-0.040000000068021596,3496.112477,,1271.313628,-953.485221,11.000000014028254,,4.0000000051011835,-3.000000003825887,,,487.1,,,39.2503,2006,2006.0,Imaging,Palomar Observatory,0.94,0.856458,5603.0,-0.2272,7.068,6.653,319.7432238,26.2305846,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 203030
WASP-88 b,WASP-88,,Confirmed,4.954,16.36514,,2.35389,-2.35389,1.4600025098472558,,0.21000036100542716,-0.21000036100542716,133.4886,,44.4962,-44.4962,0.4200021056338033,,0.14000070187793445,-0.14000070187793445,7000.0,6.048,0.06431,0.0,1489.5543,523.756,2014,2014.0,Transit,SuperWASP,0.94,1.8,6430.0,0.72351,10.568,10.322,309.5112337,-48.4620833,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-88
KIC 10001893 c,KIC 10001893,,Confirmed,0.32528,,,,,,,,,,,,,,,,,,,0.007196876394087171,,520477.4431401469,1672.94,2014,2014.0,Orbital Brightness Modulation,Kepler,0.47,0.18,27500.0,1.43069,16.363,16.612,287.3892308,46.9844491,False,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/KIC 10001893
Wolf 1061 d,Wolf 1061,,Confirmed,217.21,,2.6893234397581676,,,,0.23992577954346736,,,7.7,,1.12,-1.06,0.024226909364397302,,0.0035239140893668806,-0.003335132977436512,,,0.47,0.55,0.06,4.30592,2015,2015.0,Radial Velocity,La Silla Observatory,0.294,0.307,3342.0,-1.9914,5.95,5.075,247.5748276,-12.6676866,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/Wolf 1061
K2-130 b,K2-130,,Confirmed,2.49412,1.25,,0.2,-0.14,0.11151772226263079,,0.017842835562020928,-0.012489984893414649,,2.0969060342016963,,,,0.006597604212501595,,,304.0,1.704,0.032,0.17,136.4,118.011,2017,2017.0,Transit,K2,0.69563,0.744261,4356.47,-0.79892,10.562,9.858,290.2705419,-19.6908744,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-130
K2-129 b,K2-129,,Confirmed,8.239493,1.04,,0.1,-0.09,0.09278274492250882,,0.008921417781010464,-0.008029276002909416,,1.118535987767281,,,,0.003519307791747341,,,858.0,1.512,0.057,0.13,4.5,27.7957,2017,2017.0,Transit,K2,0.360031,0.36001,3459.09,-1.82842,9.697,8.852,289.1485491,-25.6463233,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-129
HD 147379 b,HD 147379,,Confirmed,86.58,,4.937342550687959,,,,0.44048095622647115,,,21.6,,1.1,-1.1,0.0679612002949327,,0.0034609870520567578,-0.0034609870520567578,,,0.3193,0.063,0.7847,10.7643,2017,2017.0,Radial Velocity,Calar Alto Observatory,0.58,0.628304,4090.0,-1.09691,5.779,4.953,244.1725686,67.2392041,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 147379
HATS-42 b,HATS-42,,Confirmed,2.292102,15.6926,,2.80225,-1.56926,1.400002406702848,,0.2500004297683657,-0.1400002406702848,597.5204,,47.6745,-47.6745,1.8800094252179769,,0.15000075201207264,-0.15000075201207264,10585.290599999998,3.2664,0.03689,0.229,1637.2058,800.377,2018,2018.0,Transit,HATSouth,1.273,1.48,6060.0,0.42488,12.543,12.245,108.4523991,-33.4373462,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HATS-42
WASP-144 b,WASP-144,,Confirmed,2.2783152,9.52765,,0.56045,-0.56045,0.8500014612124434,,0.05000008595367314,-0.05000008595367314,139.8452,,19.0698,-19.0698,0.4400022059020797,,0.06000030080482905,-0.06000030080482905,11650.0,1.9536,0.0316,0.0,775.8849,355.513,2018,2018.0,Transit,SuperWASP-South,0.81,0.81,5200.0,-0.12928,11.487,10.897,320.7628761,-40.0484393,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/WASP-144
TOI-128.01,TOI-128,,Confirmed,4.9404681,2.21898,,0.10878,-0.10878,0.19796447627706598,,0.009704718262183182,-0.009704718262183182,,5.5557487092310325,,,,0.017480340315572405,,,455.0,1.966,0.05381019,,182.406,68.4727,2018,2024.0,Transit,TESS,0.851969,1.13,6086.0,0.18874,7.311,6.932,79.5209381,-80.964384,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-128
HD 83443 c,HD 83443,,Confirmed,8241.0,,13.556747440620107,,,,1.209454076694163,,,476.7426105,,158.9142035,-63.5656814,1.5000000019129436,,0.5000000006376479,-0.20000000025505915,,,8.0,0.76,0.0123,40.8991,2022,2022.0,Radial Velocity,Multiple Observatories,1.0,0.94,5442.0,-0.10403,6.876,6.444,144.2994103,-43.272721,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 83443
TOI-1347 c,TOI-1347,,Confirmed,4.841962,1.6,,0.1,-0.1,0.14274268449616742,,0.008921417781010464,-0.008921417781010464,,3.188594491099574,,,,0.010032440225413755,,,318.6638,2.2428837,0.0546,0.0,183.6642,147.476,2020,2024.0,Transit,TESS,0.913,0.83,5464.0,-0.25964,10.011,9.616,280.3266806,70.2900536,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-1347
HD 108147 b,HD 108147,,Confirmed,10.8985,,10.906435967263082,,,,0.9730087176579291,,,82.95,,12.713,-12.713,0.26098988724373456,,0.0399995712661796,-0.0399995712661796,,,0.102,0.53,193.0925,38.92,2002,2002.0,Radial Velocity,La Silla Observatory,1.22,1.20664,6255.73,0.30297,6.007,5.721,186.4409852,-64.0223492,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 108147
CHXR 73 b,CHXR 73,,Confirmed,,,12.346268577195316,,,,1.1014622001372103,,,3994.486,,2662.991,-1664.369,12.568058477838171,,8.37870670067607,-5.236690508040594,,,210.0,,,190.374,2006,2006.0,Imaging,Hubble Space Telescope,0.35,,3099.0,,12.674,10.703,166.6193985,-77.6258725,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/CHXR 73
KIC 8540376 b,KOI-7892,,Confirmed,31.8099,4.1,,2.2,-1.9,0.3657781290214289,,0.1962711911822302,-0.1695069378391988,,15.755271908876237,,,,0.04957162916204928,,,900.0,,0.19906389581255268,,50.201304373471984,1072.3,2015,2015.0,Transit,Kepler,1.04,1.26,6474.0,0.2987,13.26,12.966,282.3775397,44.694569,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/KOI-7892
HATS-51 b,HATS-51,,Confirmed,3.3488702,15.80469,,2.12971,-2.12971,1.4100024238935827,,0.19000032662395794,-0.19000032662395794,244.09344,,14.30235,-14.30235,0.7680038503018118,,0.04500022560362179,-0.04500022560362179,10987.174799999999,3.3216,0.04639,0.33,740.2246,389.57,2017,2017.0,Transit,HATSouth,1.187,1.44,5758.0,0.30963,11.241,10.867,102.8474248,-29.0586551,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HATS-51
K2-233 b,K2-233,,Confirmed,2.467583,1.315,,0.036,-0.036,0.11731664382028759,,0.0032117104011637663,-0.0032117104011637663,2.4,,1.5,-1.3,0.007551244477214744,,0.004719527798259215,-0.004090257425157986,288.31912395843557,1.882,0.03293,0.0,269.0,67.5062,2018,2018.0,Transit,K2,0.79,0.71,4796.0,-0.52288,8.968,8.375,230.4799011,-20.2317975,True,False,True,https://exoplanetarchive.ipac.caltech.edu/overview/K2-233
Kepler-814 b,Kepler-814,,Confirmed,6.1469851,2.12,,0.69,-0.3,0.18913405695742183,,0.06155778268897219,-0.026764253343031386,,5.14157929577637,,,,0.016177217608913743,,,249.6,3.392,0.0695,0.0,935.124,2055.77,2011,2016.0,Transit,Kepler,1.15,1.22,6162.0,0.66937,13.713,13.418,284.9105256,48.4315896,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-814
TOI-209 b,TOI-209,,Confirmed,4.37943587445,2.3947209,,0.22229568,-0.19618434,0.21364305617817378,,0.019831926321938118,-0.017502424592318024,,6.3232756292418495,,,,0.019895250072174624,,,969.6958,1.6504345,0.048833026101233794,,120.936,113.387,2018,2026.0,Transit,TESS,0.81,0.742779,4806.66,-0.53714,10.018,9.423,19.3941777,-66.903066,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-209
HD 18599 b,HD 18599,,Confirmed,4.1374354,2.6,,0.15,-0.13,0.23195686230627205,,0.013382126671515693,-0.011597843115313602,24.1,,7.1,-7.7,0.07582707995869806,,0.022339098245093614,-0.024226909364397302,1008.4447,2.06,0.048,0.34,145.0,38.5653,2018,2022.0,Transit,TESS,0.863,0.767,5145.0,-0.42946,7.428,6.883,44.2620144,-56.1918694,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 18599
Kepler-127 c,Kepler-127,,Confirmed,29.393195,2.66,,0.14,-0.14,0.23730971297487832,,0.012489984893414649,-0.012489984893414649,,7.557999404514046,,,,0.023780125525887087,,,317.7,7.104,0.2,0.03,61.688,352.794,2011,2014.0,Transit,Kepler,1.248,1.359,6106.0,0.40651,10.536,10.234,285.1899439,46.0280596,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-127
HIP 55507 b,HIP 55507,,Confirmed,5138.43727,,12.58484260113223,,,,1.1227463855295905,,,2585.53409095,,792.02839024,-546.34703163,8.135000010390263,,2.4920000031654514,-1.7190000021827943,,,5.062,0.362,0.0056,25.4893,2022,2022.0,Radial Velocity,Multiple Observatories,0.65,0.723643,4171.0,-0.8453,7.367,6.613,170.5227246,46.907803,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HIP 55507
NGC 2682 Sand 1429 b,NGC 2682 Sand 1429,,Confirmed,77.48,,13.448428256683258,,,,1.1997904697581756,,,572.0911326,,63.5656814,-63.5656814,1.8000000022955325,,0.20000000025505915,-0.20000000025505915,,,0.384,0.0,37.2589,852.793,2024,2024.0,Radial Velocity,Multiple Observatories,1.26,2.13,6000.0,0.73989,11.634,11.306,133.0147781,11.6899626,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/NGC 2682 Sand 1429
Kepler-955 b,Kepler-955,,Confirmed,14.53244172,3.13,,0.27,-0.17,0.2792403765456275,,0.024087828008728253,-0.015166410227717787,,9.962709868776379,,,,0.031346190781121025,,,1426.3,3.1732,0.1083,0.0,33.091,550.383,2013,2016.0,Transit,Kepler,0.89,0.84,5350.0,-0.4085,13.269,12.807,288.4714969,40.2698157,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-955
Kepler-962 b,Kepler-962,,Confirmed,12.05707239,1.97,,0.08,-0.08,0.1757519302859061,,0.0071371342248083705,-0.0071371342248083705,,4.539295959580318,,,,0.014282222310510033,,,519.8,2.2598,0.09874,0.0,53.823,411.486,2013,2016.0,Transit,Kepler,0.93,0.86,5478.0,-0.26115,12.331,11.904,295.3131906,46.2375024,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-962
TOI-5678 b,TOI-5678,,Confirmed,47.73022,4.91,,0.08,-0.08,0.43804161304761374,,0.0071371342248083705,-0.0071371342248083705,20.0,,4.0,-4.0,0.06292703731012286,,0.012585407462024573,-0.012585407462024573,2400.0,6.96,0.249,0.14,3.8369,165.393,2023,2023.0,Transit,TESS,0.905,0.938,5485.0,-0.13069,9.997,9.563,47.3841872,-34.1984808,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-5678
HD 155918 c,HD 155918,,Confirmed,17202.19446,,12.763121546347447,,,,1.1386513950478188,,,1878.04805696,,207.54194977,-243.45655976,5.909000007526283,,0.6530000008296217,-0.7660000009705838,,,13.183,0.071,0.006,27.561,2022,2022.0,Radial Velocity,Multiple Observatories,1.03,1.01906,5771.84,0.01635,5.828,5.459,260.5364025,-75.349239,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HD 155918
TOI-6034 b,TOI-6034,,Confirmed,2.576184,11.92,,0.48,-0.48,1.063432999496447,,0.04282280534885022,-0.04282280534885022,254.0,,24.0,-24.0,0.7991733738385604,,0.07551244477214744,-0.07551244477214744,49904.2529,1.56,0.02949,0.04,43.0,117.992,2023,2024.0,Transit,TESS,0.514,0.489,3635.0,-1.4034,11.901,11.016,317.9001392,68.4020762,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/TOI-6034
HD 101581 b,HIP 56998,,Confirmed,4.46569,0.956,,0.061,-0.063,0.08528875398646002,,0.005442064846416382,-0.005620493202036591,,0.8270945696611093,,,,0.002602330542203232,,,210.7033,1.77,0.046,,80.0,12.7781,2023,2025.0,Transit,TESS,0.653,0.63,4675.0,-0.78186,5.792,5.101,175.2563039,-44.4041485,True,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/HIP 56998
Kepler-922 b,Kepler-922,,Confirmed,0.938466832,1.42,,0.18,-0.11,0.12668413249034857,,0.016058552005818832,-0.009813559559111508,,2.6037537328200826,,,,0.00819232541457705,,,217.39999999999998,1.271,0.01795,0.0,2142.634,536.323,2013,2016.0,Transit,Kepler,0.95,0.93,5671.0,-0.13328,12.613,12.188,284.7316084,49.533149,True,True,False,https://exoplanetarchive.ipac.caltech.edu/overview/Kepler-922
Barnard c,Barnard's star,,Confirmed,4.1244,,0.742929324913945,,,,0.06627982889321368,,,0.335,,0.03,-0.03,0.0010540278749445581,,9.439055596518429e-05,-9.439055596518429e-05,,,0.0274,0.08,4.7285,1.82655,2025,2025.0,Radial Velocity,Gemini Observatory,0.162,0.185,3195.0,-2.44977,5.244,4.524,269.4486144,4.7379808,False,False,False,https://exoplanetarchive.ipac.caltech.edu/overview/Barnard's star
